1,2,3,4,5,6,7,8,9,10
Breathalyzer,283426722,False,True,SimonTrew,MINOR,penny,coin,Test 1 one was to suck on a copper penny (Actually pennies are often only copper-coated).,Test 1 one was to suck on a copper coin (Actually copper coins are now generally often only copper-coated and mostly zinc or steel).
L. Paul Bremer,18834520,False,True,Geo Swan,MINOR,revealed,atated,"The elusive ""Time"" article revealed that during the IG's inquiry, Bowen's people refused to interview Bremer's deputies, and the IG's report failed to mention that Bremer and his people worked under extraordinary conditions, faced a high turnover rate, and had insufficient number of personnel to carry out their rebuilding and humanitarian relief efforts.","The ""Time"" article atated that during the IG's inquiry, Bowen's people refused to interview Bremer's deputies, and the IG's report failed to mention that Bremer and his people worked under extraordinary conditions, faced a high turnover rate, and had insufficient number of personnel to carry out their rebuilding and humanitarian relief efforts."
Il Cuore nel Pozzo,67014107,False,True,129.241.85.36,UNKNOWN,politicians.,vastly larger,The movie received widespread criticism from the Italian left wing of politics and Slovenian public and politicians.,"It has been accused of being a work of propaganda, presenting hapless and innocent Italians as victims of the mindless rage of Slavic peoples, without more than just vaguely hinting to the vastly larger atrocities committed by Fascists in Yugoslavia during World War II (see also Italian war crimes) and the oppression of the Slavic population by the Italian Fascist rule of the region (1922 - 1943)."
Cyber defamation law,492444376,True,True,99.192.94.114,UNKNOWN,Defamation,not,"Cyber Defamation is a crime conducted in cyberspace, usually through the Internet, with the intention of defaming others.","Cyber defamation is not a specific criminal offense, misdemeanor or tort, but rather any of these conducted via digital media, usually through the Internet."
Revolution (political group),396332269,True,True,Bobfrombrockley,UNKNOWN,practical,pragmatic,"The majoritiy of Revo, which supported a more practical approach, centralist constitution and the slogan of the 5th international elected appropriate cadidates for the international delegate conferenz 2006 in Prague and continues a their partnership with the LFI.","The majoritiy of Revo, which supported a more pragmatic approach, centralist constitution and the slogan of the 5th international, elected appropriate cadidates for the international delegate conference 2006 in Prague and continues their partnership with the LFI."
Race and crime in the United States,23728058,False,True,Nectarflowed,UNKNOWN,prompting,which has prompted,"png|right|thumb|300px|As of 2001, the chances of going to prison in percentages for various demographic groups]]There is a significant correlation between race and crime around the world, prompting controversy over the possible causes and social effects, and regarding which actions should consequently be taken.","png|right|thumb|300px|As of 2001, the chances of going to prison in percentages for various demographic groups]]There is a significant correlation between race and crime around the world, which has prompted controversy regarding the possible causes and social effects, and regarding which actions should consequently be taken."
Race and crime in the United States,58065841,False,True,169.233.32.236,UNKNOWN,explained,claims,J. Philippe Rushton explained this as being mostly the result of genetics.,J. Philippe Rushton claims this is mostly the result of genetics.
Race and crime in the United States,387812393,False,True,WeijiBaikeBianji,UNKNOWN,reported,claimed," Jensen and others have reported that the average IQ of African Americans is 85, to be compared with 100 for White Americans and 106 for Asian Americans."," Jensen and others have claimed that the average IQ of African Americans is 85, to be compared with 100 for White Americans and 106 for Asian Americans."
Municipalities with language facilities,67623164,False,True,213.31.181.130,UNKNOWN,maintained,phased out,"As a result, there is now a reaction in Flanders demanding that the current linguistic facilities should not be maintained, especially around Brussels.","As a result, there is now a reaction in Flanders demanding that the current linguistic facilities should be phased out, especially around Brussels."
Municipalities with language facilities,448335229,True,True,Aramidae,UNKNOWN,held,take place,"Political discussions are often held in various competent assemblies as the Belgian Federal Parliament (which is institutionally competent in these matters), and in the regional and community parliaments assemblies.","Related political debates often take place in the various Belgian assemblies i.e. the federal, regional and community Parliaments."
"Pioneer High School (Ann Arbor, Michigan)",67170387,True,True,Gertlex,UNKNOWN,However,At,"However, the quality of teachers coaches and others should not be forgotten; the reputation of excellence creates a cycle that regularly draws excellent instructors to all departments.","At the same time, sucesses can also be attributed to the school's reputation which draws a wide selection of teachers, coaches, and other faculty."
PBS NewsHour,117310919,False,True,Donreed,UNKNOWN,imagine,imagination,"In the 1980's the Libertarian got considerable press, although limited votes: The Newshour tried to represent this point of view, however they exhibited a failure of imagine and often showed a narrow range of Libertarian thinking: The Newshour would bring in a speaker from the Cato Institute, which represesnts the ""absulute free market thread of Libertarian thought.","In the 1980's the Libertarian Party got considerable press, although limited votes: The Newshour tried to represent this point of view, however they exhibited a failure of imagination and often showed a narrow range of Libertarian thinking: The Newshour would bring in a speaker from the Cato Institute, which represesnts the ""absulute free market""  thread of Libertarian thought."
Live steam,141694039,False,True,EdJogg,UNKNOWN,excitement,benefits,"Garden railways, in smaller scales (that cannot pull a ""live"" person nor be ridden on), offer the excitement of real steam engines (and at lower cost and in less space), but do not provide the same thrill as operating one's own locomotive in the larger scales and riding on (or behind) it, while doing so.","Garden railways, in smaller scales (that cannot pull a ""live"" person nor be ridden on), offer the benefits of real steam engines (and at lower cost and in less space), but do not provide the same experience as operating one's own locomotive in the larger scales and riding on (or behind) it, while doing so."
Sami Al-Arian,115944500,False,True,Lfp,UNKNOWN,opposed,condemned,"As Dr. Al-Arian was a tenured professor, both the American Association of University Professors (AAUP) and United Faculty of Florida (the faculty union) have opposed the actions of the university administration in Al-Arian's case.","As Dr. Al-Arian was a tenured professor, both the American Association of University Professors (AAUP) and United Faculty of Florida (the faculty union) have condemned the actions of the university administration in Al-Arian's case."
Sami Al-Arian,115944500,False,True,Lfp,UNKNOWN,said.,said at the time.,"He will serve the balance of 19 months and then be deported, prosecutors said.","He was to serve the balance of 19 months and then be deported, prosecutors said at the time."
